Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:33tYADyL2aZctrvR59K1bQ,"Lauren (I Can't Stay Forever)","Lauren (I Can't Stay Forever)","Oden & Fatzo",2021-10-08,200625,70,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:24:17Z,"house,disco house","Columbia/B1 Recordings/Funfair Records",0.702,0.912,9,-8.687,0,0.0652,0.0773,0.309,0.0926,0.957,128.018,4
spotify:track:6JtT4a0Z406dz7A2f2vGBe,"Microdosing","Microdosing","UNIIQU3",2021-08-25,238167,39,true,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:59:08Z,"club de baltimore,jersey club,voguing,funky británico","Local Action",0.715,0.764,6,-8.232,0,0.0346,0.0485,0.165,0.175,0.634,130.972,4
spotify:track:3rAzWZSDHAOcwgv80ruxnc,"Pop It","Pop It","Cloonee",2021-03-12,214865,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:03:58Z,"tech house,house","CLNE",0.841,0.602,11,-7.87,1,0.0602,0.0107,0.152,0.141,0.904,129.984,4
spotify:track:08sfbGBXxJM7MIquO1lmAq,"Risk It All","Risk It All","Redondo;MALARKEY",2021-04-09,208647,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:20:22Z,"house,future house","FRCST RCRDS",0.66,0.918,6,-4.321,1,0.0486,0.0397,0.000206,0.126,0.432,122.065,4
spotify:track:3HLRmsXfHH8KYpMIY4VTVN,"Ride It","Pop That","Shermanology",2020-11-27,213750,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:35:40Z,"tech house,house","Sola",0.921,0.669,7,-7.967,1,0.163,0.0112,0.0931,0.0397,0.782,127.984,4
spotify:track:7qsp4rfDKKhR2Gh2RVCosD,"White Noise","Settle (Special Edition)","Disclosure;AlunaGeorge",2014-01-01,277687,33,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:03:50Z,"house","Universal-Island Records Ltd.",0.664,0.844,10,-6.164,0,0.0502,0.00963,0.000215,0.311,0.902,119.981,4
spotify:track:00s8ftA1VJgAgsOaQUqkvc,"River","River","Marco Lys;Rion S",2021-08-20,358095,0,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:53:45Z,"tech house,house,funky house","Superfett Records",0.694,0.778,1,-7.845,1,0.0607,0.00389,0.583,0.0414,0.117,125.996,4
spotify:track:3nCCJKuMNzIN77qfRqHIhy,"The Learning Process (feat. Tim Deluxe)","The Learning Process / Call It In","T.Williams;James Jacob;Tim Deluxe",2018-03-09,323595,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:04:58Z,"funky británico,jazz house,funky house","Strictly Rhythm Records",0.788,0.863,1,-8.041,1,0.105,0.0279,0.0626,0.176,0.603,120.012,4
spotify:track:5B2Fil0dJNfob1W8gpL5E4,"Love Vibration","Love Vibration","ESSEL",2021-10-08,180487,58,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:24:03Z,"tech house","Toolroom",0.773,0.903,11,-5.279,1,0.0417,0.00171,0.617,0.0476,0.762,123.926,4
spotify:track:2DrOVQdF9Mj0I5mkL4x2xD,"By My Side - Edit","By My Side (Edit)","Joshwa;Martin Badder",2021-02-12,178560,16,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:03:54Z,"tech house,house,house latino","Nervous Records",0.669,0.926,6,-9.758,1,0.0751,0.0283,0.0819,0.084,0.945,124.983,4
spotify:track:2bqd4mRsREgARXxFEHYlV1,"Higher","Feel Good","Norman Doray;Cavi;Emzy",2021-02-25,276370,0,false,azvwtt6iohg3hran3hxv47xn6,2021-11-25T21:58:09Z,"disco house,funky house","Too Many Rules",0.814,0.912,1,-5.085,1,0.315,0.0115,0.00194,0.0493,0.358,124.992,4
spotify:track:1ISAWm0AaDU1Y5TmUtDfXy,"Truth Speaks - Edit","The Backroom EP","Dennis Quin;Mr. V",2021-08-13,180937,3,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:35:47Z,"house,funky house","Heavy House Society",0.796,0.796,4,-7.745,0,0.074,0.00723,0.895,0.0602,0.461,128.007,4
spotify:track:6DB1uu3VcQqV6rae4lWze8,"Love You Again (feat. Akua)","Love You Again (feat. Akua)","Eden Prince;Akua",2021-04-02,176551,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T02:24:03Z,"","D4 D4NCE",0.791,0.772,6,-5.962,0,0.0395,0.00673,0.207,0.138,0.571,121.982,4
spotify:track:66VQZy5MSAHDvsE9x0f8wq,"Prayer - Media Mix","Prayer","Kerri Chandler;Rev F. L. Brown",2021-08-20,419808,3,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:39:35Z,"house,house de chicago,deep house","Kaoz Theory",0.732,0.952,7,-6.293,1,0.0592,0.0031,0.358,0.0798,0.478,124.994,4
spotify:track:3kPehpAFW5keiaMoEWWKA2,"Nobody Else - A-Trak Remix","Nobody Else","Axwell",2019-05-03,190000,48,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:43:59Z,"edm","Axtone Records",0.872,0.687,1,-5.689,1,0.0813,0.000316,0.0133,0.166,0.767,123.019,4
spotify:track:15wfVCTKuPvBLtYakoBntp,"Sundown","Sundown","Biscits",2020-04-17,211448,1,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T05:24:29Z,"tech house,house","Solotoko",0.774,0.886,1,-7.569,1,0.0501,0.0306,0.129,0.0252,0.868,125.012,4
spotify:track:7jBWTWugS5XLpsmEbwO639,"Give Em What They Want","Give Em What They Want","Mija",2021-06-04,242875,17,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:47:18Z,"","Hot Haus Recs",0.813,0.493,8,-8.764,0,0.0488,0.0205,0.767,0.107,0.331,123.993,4
spotify:track:6hzWWZjqHcoI2KIWpldo9v,"Somebody To Love","Somebody To Love","Ben Kim",2021-11-19,159375,43,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:23:08Z,"tech house","Realm Records",0.725,0.797,11,-6.023,0,0.03,0.00402,0.251,0.102,0.794,127.986,4
spotify:track:5V55t8Ss6n1zU9ScKrdYwP,"Armaghetton","Armaghetton","Marco Faraone;Greeko",2020-11-06,241866,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:05:57Z,"techno,tech house,disco house,funky house","Defected Records",0.885,0.775,6,-7.298,1,0.0459,0.00437,0.0000244,0.0171,0.786,130.007,4
spotify:track:0IDU2CjK6ayag6xjarO3kh,"Solid Gold (feat. bshp)","Solid Gold (feat. bshp)","Disciples;bshp",2021-03-19,198039,41,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:44:06Z,"","Ministry of Sound Recordings",0.866,0.699,7,-5.525,0,0.0408,0.129,0.00089,0.264,0.663,119.999,4
spotify:track:4suOHUdKByW9TMWodgwBKo,"Driver Seat","Driver Seat","Lady Bee;Cara Melín",2021-04-09,144761,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T02:24:12Z,"moombahton,future house","Mixmash Records",0.729,0.802,11,-6.363,0,0.056,0.013,0,0.114,0.507,126.005,4
spotify:track:7bkJN2IWu2ZkMZtxU1QpVX,"No Regrets","No Regrets","Catz 'n Dogz",2021-06-25,228637,0,false,azvwtt6iohg3hran3hxv47xn6,2021-11-25T21:28:54Z,"tech house,house","DFTD",0.815,0.834,10,-6.688,0,0.0758,0.00366,0.0839,0.025,0.793,127.992,4
spotify:track:2LRFxzkgsFtBCbmMKW3q3h,"Grrrr","One Love (Club Version)","David Guetta",2009-11-27,449280,26,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:55:00Z,"edm","Parlophone (France)",0.584,0.778,7,-8.518,1,0.135,0.0289,0.832,0.0832,0.366,125.057,4
spotify:track:5s7nFwGLm6V2PUVhX45Sbi,"Up All Night","Up All Night","OFFAIAH",2021-08-27,161973,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:08:35Z,"tech house","DFTD",0.757,0.947,1,-5.388,1,0.0649,0.0311,0.00261,0.148,0.943,122.975,4
spotify:track:4m2F7zW4Uy5D4oKWaoCcPk,"Phonesex","Phonesex","Endor",2019-03-29,248181,28,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:02:30Z,"","Strangelove",0.827,0.825,0,-5.774,0,0.0701,0.0028,0.0367,0.0243,0.692,123.984,4
spotify:track:411RWOOUp6WUqoJ0lof45R,"Blow Your Whistle '21","Blow Your Whistle '21","DJ Duke;TCTS",2021-06-11,191612,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:43:01Z,"house de chicago,deep house,house latino","Electronic Nature",0.697,0.967,7,-4.8,1,0.048,0.00103,0.398,0.0916,0.899,123.992,4
spotify:track:37qV9lhTq40KXUoPLXfGZ6,"Fur","Fur","Endor",2020-10-02,162667,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:51:51Z,"","Defected Records",0.809,0.926,9,-8.778,1,0.139,0.021,0.152,0.0775,0.467,127.024,4
spotify:track:7EMvpXEixa7Avso3MWKE33,"Hit The Road Jack","Hit The Road Jack","Kevin McKay;Wayne Hernandez",2021-06-18,156190,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:43:24Z,"tech house,disco house,funky house","Glasgow Underground",0.753,0.903,3,-7.395,0,0.051,0.000671,0.0789,0.105,0.813,126.011,4
spotify:track:2MLN5oiw0yDLOZYbNlEOM9,"Let's Rave","Let's Rave","Cloonee",2020-10-09,215792,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T18:43:43Z,"tech house,house","Black Book Records, LLC",0.93,0.555,9,-7.533,1,0.254,0.0397,0.471,0.0569,0.505,127.001,4
spotify:track:4Qg0RPmZuKH8a8ZKX9gIEG,"Housepompertje","Lekker Setje Beats","Klaus Veen",2020-07-09,157857,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-12T12:45:12Z,"rally house,house","Klaus Veen Records",0.96,0.827,11,-7.812,0,0.382,0.234,0.94,0.106,0.405,127.751,4
spotify:track:2gmjeSpQI7dvGLLcsu6SQq,"Soldier","Soldier","OFFAIAH",2019-11-08,190040,0,false,azvwtt6iohg3hran3hxv47xn6,2021-11-25T21:53:35Z,"tech house","Defected Records",0.826,0.947,4,-4.554,0,0.0775,0.00105,0.776,0.22,0.903,122.999,4
spotify:track:1TvazP1ZwXFtJnkO3FcGsD,"Love You Better","Love You Better","Alex Preston",2021-04-09,194754,47,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:05:10Z,"disco house,funky house,nu disco","Toolroom Records",0.768,0.947,7,-6.128,1,0.156,0.0492,0.148,0.198,0.549,122.011,4
spotify:track:4icPhVxzQ098r5eyywM4cf,"Hot","Soldier March","Shermanology",2020-06-12,350491,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-19T21:24:18Z,"tech house,house","Rawthentic",0.799,0.728,8,-7.253,1,0.058,0.000684,0.0067,0.0792,0.281,125.995,4
spotify:track:6nGtbklEfeXapvjTbV8kzn,"Alive (with Roland Clark)","Alive (with Roland Clark)","David Guetta;Jack Back;Fancy Inc;Roland Clark",2021-11-12,221471,34,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:24:13Z,"edm,tech house,graves brasileños,electrónica","Sink or Swim",0.68,0.912,11,-8.785,1,0.058,0.0149,0.0316,0.69,0.327,124.994,4
spotify:track:6JyKEYpkTA1kfgfQC6XU9O,"Sing Your Praises - Shermanology Remix","Sing Your Praises","DEMOU;Shermanology",2020-12-11,183095,1,false,azvwtt6iohg3hran3hxv47xn6,2021-09-20T18:47:15Z,"tech house,house","Nothing Else Matters",0.75,0.819,0,-6.179,0,0.113,0.0503,0.795,0.0847,0.714,126.043,4
spotify:track:5zdkUzguZYAfBH9fnWn3Zl,"Need U (100%) (feat. A*M*E) - Radio Edit","Need U (100%) (feat. A*M*E) [Remixes]","Duke Dumont;A*M*E",2013-03-29,174121,62,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T17:50:51Z,"house","EMI",0.67,0.848,0,-5.103,0,0.0538,0.00172,0.00168,0.385,0.457,124.031,4
spotify:track:7xbBNB9bivza5vrYfnZJYg,"Dancing","Dancing","James Hype",2021-10-08,240480,61,false,azvwtt6iohg3hran3hxv47xn6,2021-11-23T21:23:59Z,"house,tech house","Musical Freedom",0.74,0.877,1,-8.357,1,0.0497,0.372,0.544,0.0886,0.377,125.033,4
spotify:track:7DcAjS9hoBc679Q7T9QEhn,"Lying (feat. Lauren Ackie)","Lying (feat. Lauren Ackie)","Endor;Lauren Ackie",2018-07-13,197303,35,false,azvwtt6iohg3hran3hxv47xn6,2021-10-10T18:25:29Z,"r&b británico","POTION",0.685,0.708,1,-6.651,1,0.0918,0.028,0.0000425,0.111,0.223,124.004,4
spotify:track:7B78e8J9fBvQueHCiIW3U9,"Get Loose","Champion Sound","Shermanology",2021-01-22,332598,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-20T18:46:43Z,"tech house,house","Rawthentic",0.805,0.71,7,-9.358,1,0.0825,0.00015,0.557,0.102,0.144,127.014,4
spotify:track:1EpF7SUZOEdYXAJF6QC43Z,"Pop That","Pop That","Shermanology",2020-11-27,217500,0,true,azvwtt6iohg3hran3hxv47xn6,2021-09-18T05:05:30Z,"tech house,house","Sola",0.954,0.828,5,-7.593,0,0.207,0.0139,0.0459,0.129,0.74,128.045,4
spotify:track:0LZzGrLgxK8e0V6IoAQtd5,"Sway","Sway","Endor",2021-04-30,210491,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T19:51:43Z,"","Repopulate Mars",0.848,0.664,8,-11.783,1,0.0772,0.1,0.204,0.0425,0.34,126.026,4
spotify:track:38HvJkH21S2bRciZHohv68,"Hipcats","Hipcats","ATFC;David Penn",2018-02-26,129836,51,false,azvwtt6iohg3hran3hxv47xn6,2021-10-08T16:17:23Z,"disco house,funky house,house,tech house","Armada Subjekt",0.89,0.958,0,-4.955,1,0.0582,0.000366,0.00203,0.0227,0.796,122.013,4
spotify:track:2GghS6kMPjDjwILF3RkbFw,"In My Head","In My Head","Biscits",2021-08-13,207250,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-11T16:07:41Z,"tech house,house","Thrive Music, LLC",0.859,0.79,6,-7.329,1,0.0672,0.0111,0.803,0.0751,0.777,124.993,4
spotify:track:1Nmpik7XpASyFNo2eo84FQ,"Shonuff","Di Nobo / Shonuff","Shermanology",2021-08-13,241889,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T20:34:17Z,"tech house,house","D'EAUPE",0.879,0.684,11,-6.594,0,0.204,0.000197,0.374,0.0643,0.663,126.963,4
spotify:track:6UnIzJce5oPkbZNLtOrQpR,"Boyz N Da Club","Boyz N Da Club","Shermanology",2021-04-30,377000,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:05:53Z,"tech house,house","D'EAUPE",0.861,0.78,7,-5.994,1,0.0944,0.00205,0.464,0.0824,0.683,128.956,4
spotify:track:1gszngUcQgdhwKFqwqQa7y,"Work (feat. Dave Giles II) - Extended Mix","Linger","Austin Ato;Dave Giles II",2021-08-27,297863,0,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:33:30Z,"disco house,funky house,hip house","Classic Music Company",0.832,0.81,11,-8.472,0,0.0682,0.314,0.202,0.106,0.529,128.992,4
spotify:track:1dQtt3K8GyPmH7ZD1LJ2ox,"Hit List","Hit List","Bleu Clair;Drinks On Me",2020-11-19,166776,36,false,azvwtt6iohg3hran3hxv47xn6,2021-10-07T09:07:49Z,"bass house,tech house,g-house,uk garage,bassline","Monstercat",0.803,0.902,1,-2.934,1,0.0676,0.00533,0.667,0.111,0.628,126.999,4
spotify:track:5whiPPRn248jYANBCMzQoB,"The Answer (featuring Arthur Baker & Victor Simonelli)","The Answer (featuring Arthur Baker & Victor Simonelli)","Chris Lake;Armand Van Helden;Arthur Baker;Victor Simonelli",2020-11-20,203720,42,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T00:05:39Z,"tech house,house,bass house,disco house,house de chicago","Black Book Records/Astralwerks",0.728,0.898,10,-4.652,0,0.125,0.0433,0.0536,0.261,0.502,125.974,4
spotify:track:5pUlxRQAiCYxrJ0LyfaYdl,"U Got My Love","U Got My Love","Guz",2020-04-24,157080,41,false,azvwtt6iohg3hran3hxv47xn6,2021-09-21T01:54:24Z,"tech house,house","Sink or Swim",0.922,0.67,7,-4.823,1,0.314,0.0617,0.115,0.333,0.344,125.007,4
spotify:track:3W2bm5HR9tnS4ENFNJJ4XF,"House & Pressure","House & Pressure","Route 94",2017-05-26,148571,0,false,azvwtt6iohg3hran3hxv47xn6,2021-10-01T22:54:13Z,"house","Hot Creations",0.868,0.66,10,-6.079,0,0.057,0.00454,0.205,0.0843,0.389,125.983,4
spotify:track:0AQ1twwDGVlIVpcHDkGkXD,"Sleepless","Sleepless","D.O.D",2021-02-05,185730,59,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:05:06Z,"house","Axtone Records",0.453,0.717,6,-5.362,0,0.0468,0.0335,0.871,0.151,0.644,126.053,4
spotify:track:54hA0ldJYyT1huGfSeOjdQ,"On My Mind","Do You Dance?","Diplo;SIDEPIECE",2021-03-12,189268,67,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:05:00Z,"moombahton,tech house,edm","Higher Ground",0.771,0.729,7,-6.577,1,0.0408,0.00161,0.672,0.217,0.63,123.027,4
spotify:track:1olCzMxaeiQKNO64ssWVGr,"Talk About","Talk About","Rain Radio;DJ Craig Gorman",2021-05-14,161040,60,false,azvwtt6iohg3hran3hxv47xn6,2021-09-17T23:05:21Z,"","Polydor Records",0.814,0.874,6,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,4
spotify:track:6A2skETYZgyhmeJez4BV6I,"Glimmer","Rhythm Sister - EP","Alinka",2021-04-23,210000,6,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T02:24:18Z,"house de chicago,acid house,indie dance","Needwant",0.703,0.662,9,-12.14,0,0.0351,0.00225,0.938,0.155,0.606,127.987,4
spotify:track:0RD27NcbftTkhb1NlxQMGR,"Sweet Dreams","Sweet Dreams","Marcus Layton",2020-07-03,151989,59,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:12:29Z,"","Selected.",0.732,0.714,0,-7.432,0,0.0791,0.332,0.00000105,0.131,0.376,121.982,4
spotify:track:5D1zGVDJTOqwaGSzYw5TtP,"Red Light Green Light - For Club Play Only, Pt. 6","Red Light Green Light (For Club Play Only, Pt. 6)","Duke Dumont;Shaun Ross",2019-02-22,211208,61,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:31:15Z,"house","EMI",0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,4
spotify:track:0qaWEvPkts34WF68r8Dzx9,"Turn Me On (feat. Vula)","Turn Me On (feat. Vula)","Riton;Oliver Heldens;Vula",2019-09-13,208473,69,false,azvwtt6iohg3hran3hxv47xn6,2021-09-18T06:32:58Z,"house,future house,disco house,r&b británico","Ministry of Sound Recordings",0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,4
